[BeGaze]
Converted from:	F:\1. ON ROAD - Track\005 RS\005 RS 20130323 Sleep Deprived\SMI\005RS 20130323 - Sleep Deprived.idf
Date:	08.08.2014 16:08:09
Version:	BeGaze 3.0.178
Sample Rate:	50
Subject:	005RS 20130323 - Sleep Deprived
Description:	Run1

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.
Saccade L	1	154	2829664142	2829684214	20072	401.98	302.88	415.28	303.94	0.70	94.95	0.00	34.77	712.86	-2262.19	1249.13
Saccade L	1	155	2830144837	2830163573	18736	391.17	323.40	297.56	309.43	2.25	241.76	1.00	120.23	5885.23	-6004.26	4351.45
Saccade L	1	156	2830403341	2830443622	40281	285.39	302.49	345.02	301.89	25.00	1592.23	0.50	620.74	39549.77	-39553.52	38198.76
Saccade L	1	157	2830922958	2830943784	20826	406.69	339.49	407.98	341.22	0.15	8.96	1.00	7.23	44.06	-44.31	29.53
Saccade L	1	158	2831342650	2831362299	19649	394.97	332.01	314.95	323.11	1.94	205.67	1.00	98.93	5024.95	-5005.57	3723.61
Saccade L	1	159	2831801917	2831821798	19881	338.78	309.86	382.62	298.05	1.02	116.02	1.00	51.47	2757.61	-2772.10	2407.36
Saccade L	1	160	2832101429	2832121454	20025	336.79	309.21	278.61	308.41	1.55	157.96	0.00	77.51	3647.21	-3932.97	3752.85
Saccade L	1	161	2832481081	2832500927	19846	330.19	310.75	370.83	296.44	0.89	110.09	1.00	44.80	2680.18	-2539.76	2117.19
Saccade L	1	162	2832840869	2832860520	19651	349.68	301.64	285.53	289.74	1.62	166.69	1.00	82.54	4055.91	-4093.24	3818.69
Saccade L	1	163	2833280216	2833300041	19825	360.36	303.39	363.61	304.00	0.14	9.74	0.00	7.01	68.49	-139.25	112.78
Saccade L	1	164	2833819530	2833840747	21217	377.50	309.86	380.92	313.17	0.22	12.16	1.00	10.60	85.01	-138.82	90.68
Saccade L	1	165	2834798466	2834818471	20005	437.82	312.23	439.64	312.85	0.05	4.93	1.00	2.51	96.57	-6.67	63.46
Saccade L	1	166	2836237119	2836256808	19689	459.47	346.28	471.26	351.96	0.33	33.46	1.00	16.62	725.75	-761.97	611.70
Saccade L	1	167	2837436488	2837455396	18908	525.50	350.39	543.64	336.53	0.62	59.94	0.00	32.55	1281.55	-1393.48	1351.05
